Account Name,PTB Score,Segment,RVP,AE,City,State,Sub-Sector,Lat,Lon,AE_Layer
NatureKids BC,1,MM,Lisa Crow,Nikki Kandhari,North Vancouver,BC,Associations and Unions,49.3206294,-123.0737925,Mid-Market
Nawalakw Community Foundation,5,MM,Lisa Crow,Nikki Kandhari,Alert Bay,BC,Membership Organizations,50.5839094,-126.9277241,Mid-Market
Nisga'a Ts'amiks Vancouver Society,1,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Membership Organizations,49.2608724,-123.113952,Mid-Market
Not Far From the Tree,1,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Associations and Unions,49.2608724,-123.113952,Mid-Market
Nourish Cowichan Society,1,MM,Lisa Crow,Nikki Kandhari,Duncan,BC,Associations and Unions,48.7786872,-123.7080446,Mid-Market
OKANAGAN FRUIT TREE PROJECT,1,MM,Lisa Crow,Nikki Kandhari,Kelowna,BC,Membership Organizations,49.8879177,-119.495902,Mid-Market
Ocean Wise,3,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Associations and Unions,49.2608724,-123.113952,Mid-Market
Ocean Wise Conservation Association,1,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Associations and Unions,49.2608724,-123.113952,Mid-Market
Pacific Autism Family,3,MM,Lisa Crow,Nikki Kandhari,Richmond,BC,Associations and Unions,49.163168,-123.137414,Mid-Market
Pacific Wild Initiative,3,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Associations and Unions,49.2608724,-123.113952,Mid-Market
QMUNITY BC's Queer Resource Centre Society,3,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Associations and Unions,49.2608724,-123.113952,Mid-Market
Rally4Life,1,MM,Lisa Crow,Nikki Kandhari,Kelowna,BC,Associations and Unions,49.8879177,-119.495902,Mid-Market
Renewal Partners Company,1,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Associations and Unions,49.2608724,-123.113952,Mid-Market
Resource Leadership International,1,MM,Lisa Crow,Nikki Kandhari,Bowser,BC,Associations and Unions,49.4401483,-124.6886524,Mid-Market
Rethink Thinking Foundation,3,MM,Lisa Crow,Nikki Kandhari,Victoria,BC,Membership Organizations,48.4283182,-123.364953,Mid-Market
SAF International,1,MM,Lisa Crow,Nikki Kandhari,Surrey,BC,Associations and Unions,49.1913033,-122.849143,Mid-Market
Satir Institute Of The Pacific,1,MM,Lisa Crow,Nikki Kandhari,Langley,BC,Membership Organizations,49.1039289,-122.657047,Mid-Market
Saul Good Gift Co. Inc.,3,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Associations and Unions,49.2608724,-123.113952,Mid-Market
Schools Building Schools,1,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Associations and Unions,49.2608724,-123.113952,Mid-Market
Sea to Sky Community Services,1,MM,Lisa Crow,Nikki Kandhari,Squamish,BC,Membership Organizations,49.6980743,-123.155861,Mid-Market
Sea to Sky Community Services Society,1,MM,Lisa Crow,Nikki Kandhari,Squamish,BC,Membership Organizations,49.6980743,-123.155861,Mid-Market
Sea to Sky Division of Family Practice,5,MM,Lisa Crow,Nikki Kandhari,,BC,Membership Organizations,,,Mid-Market
Silver Star Adaptive Snow Sports,4,MM,Lisa Crow,Nikki Kandhari,Vernon,BC,Membership Organizations,50.2668671,-119.2718157,Mid-Market
Smart Growth BC,1,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Associations and Unions,49.2608724,-123.113952,Mid-Market
South Okanagan Immigrant and Community Services,3,MM,Lisa Crow,Nikki Kandhari,Penticton,BC,Membership Organizations,49.5003268,-119.593249,Mid-Market
Squamish Helping Hands Society,1,MM,Lisa Crow,Nikki Kandhari,Squamish,BC,Membership Organizations,49.6980743,-123.155861,Mid-Market
St John Ambulance,1,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Associations and Unions,49.2608724,-123.113952,Mid-Market
Still Moon Arts Society,1,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Associations and Unions,49.2608724,-123.113952,Mid-Market
StudentsHelping Society,1,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Membership Organizations,49.2608724,-123.113952,Mid-Market
TELUS Friendly Future Foundation,3,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Associations and Unions,49.2608724,-123.113952,Mid-Market
The Elizabeth Fry Society of Greater Vancouver,1,MM,Lisa Crow,Nikki Kandhari,New Westminster,BC,Membership Organizations,49.2182468,-122.8949917,Mid-Market
The Hong Kong Canada Business Association,3,MM,Lisa Crow,Nikki Kandhari,,BC,Associations and Unions,,,Mid-Market
The Point Church WBA,1,MM,Lisa Crow,Nikki Kandhari,Burnaby,BC,Associations and Unions,49.2433804,-122.972545,Mid-Market
The Vancouver Club,1,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Membership Organizations,49.2608724,-123.113952,Mid-Market
University Neighbourhoods Association,1,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Associations and Unions,49.2608724,-123.113952,Mid-Market
Unsinkable,1,MM,Lisa Crow,Nikki Kandhari,Victoria,BC,Membership Organizations,48.4283182,-123.364953,Mid-Market
Vaccine Choice Candidate,1,MM,Lisa Crow,Nikki Kandhari,Winlaw,BC,Membership Organizations,49.6108204,-117.5634311,Mid-Market
Vancouver Adaptive Snow Sports,4,MM,Lisa Crow,Nikki Kandhari,North Vancouver,BC,Associations and Unions,49.3206294,-123.0737925,Mid-Market
Vancouver Gun Club,1,MM,Lisa Crow,Nikki Kandhari,Richmond,BC,Associations and Unions,49.163168,-123.137414,Mid-Market
Volunteer Cancer Drivers,1,MM,Lisa Crow,Nikki Kandhari,Surrey,BC,Membership Organizations,49.1913033,-122.849143,Mid-Market
West Coast Climate Action Network Society (WECAN),1,MM,Lisa Crow,Nikki Kandhari,Kelowna,BC,Associations and Unions,49.8879177,-119.495902,Mid-Market
West Coast Men's Support Society,1,MM,Lisa Crow,Nikki Kandhari,Duncan,BC,Associations and Unions,48.7786872,-123.7080446,Mid-Market
West Kootenay EcoSociety,1,MM,Lisa Crow,Nikki Kandhari,Nelson,BC,Membership Organizations,49.494891,-117.290039,Mid-Market
When I Becomes We Foundation,1,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Associations and Unions,49.2608724,-123.113952,Mid-Market
YMCA of Greater Vancouver,2,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Associations and Unions,49.2608724,-123.113952,Mid-Market
Yaels Indaba Charitable Initiative Society,1,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Associations and Unions,49.2608724,-123.113952,Mid-Market
Yo Bro Yo Girl,3,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Associations and Unions,49.2608724,-123.113952,Mid-Market
Young Entrepreneurs of Canada Association,4,MM,Lisa Crow,Nikki Kandhari,Surrey,BC,Associations and Unions,49.1913033,-122.849143,Mid-Market
Youtheatre Movement,1,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Associations and Unions,49.2608724,-123.113952,Mid-Market
Zero Ceiling,1,MM,Lisa Crow,Nikki Kandhari,Whistler,BC,Associations and Unions,50.1171903,-122.9543022,Mid-Market
enjoi Innovation Inc,1,MM,Lisa Crow,Nikki Kandhari,Vancouver,BC,Membership Organizations,49.2608724,-123.113952,Mid-Market
tpb strategic counsel,3,MM,Lisa Crow,Nikki Kandhari,,BC,Membership Organizations,,,Mid-Market
AARP,4,ENTR,JUSTIN SCHUMER,Kristie Franco,Lakewood,CA,Membership Organizations,33.8503463,-118.117191,
"10,000 Degrees",5,GRB,Salma Ferdowsi,Matthew Hiserman,San Rafael,CA,Membership Organizations,37.9747795,-122.5316686,Small Business
18 Reasons,2,GRB,Salma Ferdowsi,Caitlin O'Connor,San Francisco,CA,Membership Organizations,37.7792588,-122.4193286,Small Business
A PLACE CALLED HOME,2,GRB,Salma Ferdowsi,Caitlin O'Connor,Los Angeles,CA,Membership Organizations,34.0536909,-118.242766,Small Business
A Place Called Home,1,GRB,Salma Ferdowsi,Matthew Hiserman,Los Angeles,CA,Associations and Unions,34.0536909,-118.242766,Small Business
A Step Beyond,1,ESB,Mark Baxter,Natasha Nielsen,Escondido,CA,Membership Organizations,33.1216751,-117.0814849,Small Business
ACCESSITY,1,GRB,Salma Ferdowsi,Katie Centurione,San Diego,CA,Associations and Unions,32.7174202,-117.162772,Small Business
AFTER-SCHOOL ALL-STARS LOS ANGELES,4,MM,Michael Shroff,Loza Abduselam,Los Angeles,CA,Membership Organizations,34.0536909,-118.242766,Mid-Market
AIA,1,ESB,Mark Baxter,Vincent Wong,San Francisco,CA,Associations and Unions,37.7792588,-122.4193286,Small Business
AIMM,5,ESB,Mark Baxter,Natasha Nielsen,Hingham,CA,Associations and Unions,35.2952205,-119.013354,Small Business
AMERICAN COUNCIL ON EXERCISE,3,,Michael Shroff,Evan Bagley,San Diego,CA,Associations and Unions,32.7174202,-117.162772,Mid-Market
AMVETS Dept of California Service Foundation,3,MM,Michael Shroff,Alexis Casby,Garden Grove,CA,Associations and Unions,33.7746292,-117.9463717,Mid-Market
AMYOTROPHIC LATERAL SCLEROSIS ASSOCIATION,3,ENTR,Justin Raisor,Sarah Lenert,Sacramento,CA,Associations and Unions,38.5810606,-121.493895,Enterprise
Advance Peace,2,GRB,Salma Ferdowsi,Katie Centurione,Richmond,CA,Associations and Unions,49.163168,-123.137414,Small Business
After School Enrichment Program,1,GRB,Salma Ferdowsi,Caitlin O'Connor,San Francisco,CA,Membership Organizations,37.7792588,-122.4193286,Small Business
After-School All-Stars - Tab Account,2,MM,Michael Shroff,Loza Abduselam,Los Angeles,CA,Membership Organizations,34.0536909,-118.242766,Mid-Market
All Raise,1,ESB,Mark Baxter,Vincent Wong,San Francisco,CA,Associations and Unions,37.7792588,-122.4193286,Small Business
Alliance for Community Empowerment,1,GRB,Salma Ferdowsi,Matthew Hiserman,Canoga Park,CA,Membership Organizations,34.2011078,-118.5978087,Small Business
Alliance of Channel Women,4,MM,Michael Shroff,Alexis Casby,Santa Ana,CA,Membership Organizations,33.7494951,-117.873221,Mid-Market
Alternatives For Vets,1,ESB,Mark Baxter,Natasha Nielsen,Long Beach,CA,Associations and Unions,33.7690164,-118.191604,Small Business
America on Track,1,GRB,Salma Ferdowsi,Caitlin O'Connor,Santa Ana,CA,Membership Organizations,33.7494951,-117.873221,Small Business
AmericaSCORES - Bay Area,4,ESB,Mark Baxter,Vincent Wong,San Francisco,CA,Membership Organizations,37.7792588,-122.4193286,Small Business
American Academy of Pediatrics District IX Chapter IV,1,MM,Michael Shroff,Alexis Casby,Newport Beach,CA,Associations and Unions,33.6170092,-117.9294401,Mid-Market
American Association of Critical Care Nurses,2,MM,Michael Shroff,Alexis Casby,Aliso Viejo,CA,Associations and Unions,33.5761376,-117.7258122,Mid-Market
American Association of Educators Foundation,1,ESB,Mark Baxter,Hannah Kabakoff,Mission Viejo,CA,Associations and Unions,33.5965685,-117.659405,Small Business
American College of Phlebology,1,GRB,Salma Ferdowsi,Matthew Hiserman,San Leandro,CA,Associations and Unions,37.7249296,-122.1560768,Small Business
American Institute for Wine and Food,1,MM,Bryan Rees,Jordan Chirinos,San Francisco,CA,Associations and Unions,37.7792588,-122.4193286,Mid-Market
American Marketing Association San Diego Chapter,4,GRB,Salma Ferdowsi,Katie Centurione,San Diego,CA,Associations and Unions,32.7174202,-117.162772,Small Business
Annual Reviews Inc,2,MM,Michael Shroff,Megan Linaugh,Palo Alto,CA,Associations and Unions,37.4443293,-122.1598465,Mid-Market
Art of Yoga Project,1,GRB,Salma Ferdowsi,Katie Centurione,Redwood City,CA,Membership Organizations,37.4863239,-122.232523,Small Business
Asian Pacific Community Fund - 2nd Org,2,ESB,Mark Baxter,Natasha Nielsen,Los Angeles,CA,Associations and Unions,34.0536909,-118.242766,Small Business
Asian Youth Center,2,GRB,Salma Ferdowsi,Matthew Hiserman,San Gabriel,CA,Membership Organizations,34.0990995,-118.1085554,Small Business
Associated Students of Humboldt State University,1,GRB,Salma Ferdowsi,Caitlin O'Connor,Arcata,CA,Membership Organizations,40.866517,-124.08284,Small Business
Association of Energy Engineers - Southern California,1,ESB,Mark Baxter,Hannah Kabakoff,Huntington Beach,CA,Associations and Unions,33.6783336,-118.000016,Small Business
BENETECH,1,GRB,Maxwell Byrne,Andrew Prince,Palo Alto,CA,Membership Organizations,37.4443293,-122.1598465,
BERKELEY YOUTH ALTERNATIVES,1,GRB,Salma Ferdowsi,Matthew Hiserman,Berkeley,CA,Membership Organizations,37.8708393,-122.272863,Small Business
BITSAA International,1,MM,Michael Shroff,Megan Linaugh,Sunnyvale,CA,Associations and Unions,37.3688301,-122.036349,Mid-Market
BSA Troop 984,3,GRB,Salma Ferdowsi,Katie Centurione,Bellevue,CA,Membership Organizations,53.5647386,-113.4448473,Small Business
BUILD,2,,Michael Shroff,Evan Bagley,Redwood City,CA,Membership Organizations,37.4863239,-122.232523,Mid-Market
BahiaCreche,4,GRB,Salma Ferdowsi,Caitlin O'Connor,Santa Monica,CA,Associations and Unions,34.0194704,-118.491227,Small Business
Belwest,1,ESB,Mark Baxter,Natasha Nielsen,Los Angeles,CA,Associations and Unions,34.0536909,-118.242766,Small Business
Benetech - Volunteer Management Instance,1,GRB,Maxwell Byrne,Andrew Prince,Palo Alto,CA,Membership Organizations,37.4443293,-122.1598465,
Beverly Hills Greater Los Angeles Assoc of Realtors Foundation Inc,4,GRB,Salma Ferdowsi,Caitlin O'Connor,Culver City,CA,Associations and Unions,34.0211224,-118.396466,Small Business
Beverly Hills Police Benevolent Fund,1,MM,Michael Shroff,Loza Abduselam,Beverly Hills,CA,Associations and Unions,34.0696501,-118.3963062,Mid-Market
Bits in Bio,3,GRB,Maxwell Byrne,Andrew Prince,San Francisco,CA,Associations and Unions,37.7792588,-122.4193286,
Blue Star Families - 2nd Org,2,GRB,Salma Ferdowsi,Katie Centurione,Encinitas,CA,Associations and Unions,33.0369867,-117.2919818,Small Business
Boys & Girls Club of San Francisco,1,ENTR,JUSTIN SCHUMER,Merrill Oakes,San Francisco,CA,Associations and Unions,37.7792588,-122.4193286,
Boys & Girls Club of Santa Clara Valley,1,ENTR,JUSTIN SCHUMER,Merrill Oakes,Santa Paula,CA,Membership Organizations,34.3541659,-119.0592705,
Boys & Girls Clubs Oceanside,1,GRB,Salma Ferdowsi,Katie Centurione,Oceanside,CA,Associations and Unions,33.1958696,-117.379483,Small Business
Boys & Girls Clubs of Contra Costa,1,ENTR,JUSTIN SCHUMER,Merrill Oakes,Martinez,CA,Membership Organizations,38.0138934,-122.1338674,
Boys And Girls Club of the Foothills,1,ESB,Mark Baxter,Natasha Nielsen,Monrovia,CA,Membership Organizations,34.1483499,-118.0014517,Small Business
Bridge the Gap,2,GRB,Salma Ferdowsi,Matthew Hiserman,Sausalito,CA,Membership Organizations,37.8590272,-122.485469,Small Business
Brightworks School,1,GRB,Salma Ferdowsi,Caitlin O'Connor,San Francisco,CA,Membership Organizations,37.7792588,-122.4193286,Small Business
C-Level DOUP,1,ESB,Mark Baxter,Hannah Kabakoff,Laguna Niguel,CA,Associations and Unions,33.5225261,-117.7075526,Small Business
"C-Level Management, Inc. - ISV Edition",1,ESB,Mark Baxter,Hannah Kabakoff,Laguna Niguel,CA,Associations and Unions,33.5225261,-117.7075526,Small Business
CA Association of Health Facilities,4,GRB,Salma Ferdowsi,Matthew Hiserman,Sacramento,CA,Associations and Unions,38.5810606,-121.493895,Small Business
CAFF,1,ESB,Mark Baxter,DaQuan Davis,Davis,CA,Associations and Unions,38.5435526,-121.739005,Small Business
CALIFORNIA ASSOCIATION OF MARRIAGE & FAMILY THERAPISTS,3,GRB,Salma Ferdowsi,Katie Centurione,San Diego,CA,Associations and Unions,32.7174202,-117.162772,Small Business
CARESTAR Foundation,1,ESB,Mark Baxter,Vincent Wong,Berkeley,CA,Associations and Unions,37.8708393,-122.272863,Small Business
CASBO,1,ESB,Mark Baxter,Natasha Nielsen,Sacramento,CA,Associations and Unions,38.5810606,-121.493895,Small Business
CEGAANA,3,MM,Michael Shroff,Megan Linaugh,Milpitas,CA,Associations and Unions,37.4332273,-121.8989248,Mid-Market
CENTER FOR CIVIC EDUCATION,5,ESB,Mark Baxter,Natasha Nielsen,Calabasas,CA,Membership Organizations,34.1446643,-118.644097,Small Business
CENTINELA YOUTH SERVICES INC,3,GRB,Salma Ferdowsi,Matthew Hiserman,Los Angeles,CA,Membership Organizations,34.0536909,-118.242766,Small Business
CENTRAL VALLEY HEALTH NETWORK INC,1,ESB,Mark Baxter,Natasha Nielsen,Sacramento,CA,Associations and Unions,38.5810606,-121.493895,Small Business
CHILD DEVELOPMENT INSTITUTE,3,MM,Michael Shroff,Loza Abduselam,Reseda,CA,Membership Organizations,34.2006552,-118.536528,Mid-Market
CIFT,3,GRB,Salma Ferdowsi,Caitlin O'Connor,,CA,Associations and Unions,,,Small Business
CISV SF,1,ESB,Mark Baxter,DaQuan Davis,Cincinnati,CA,Membership Organizations,45.8908381,-80.2487885,Small Business
COMMUNITY PARTNERSHIP FOR YOUTH,1,GRB,Salma Ferdowsi,Kayla DeSouza,Seaside,CA,Membership Organizations,36.62593,-121.816926,Small Business
CORE Community Organized Relief Effort,1,MM,Michael Shroff,Loza Abduselam,Los Angeles,CA,Associations and Unions,34.0536909,-118.242766,Mid-Market
CREATIVE CHILD CARE INC,3,MM,Bryan Rees,Jordan Chirinos,Stockton,CA,Membership Organizations,37.9577016,-121.290779,Mid-Market
Calicinto Ranch Inc,1,ESB,Mark Baxter,Natasha Nielsen,San Jacinto,CA,Membership Organizations,33.7839664,-116.9589086,Small Business
California Alliance,3,MM,Bryan Rees,Ben Woo,Sacramento,CA,Associations and Unions,38.5810606,-121.493895,Mid-Market
California Association of Food Banks,1,GRB,Salma Ferdowsi,Matthew Hiserman,Oakland,CA,Associations and Unions,37.8044557,-122.271356,Small Business
California Association of School Business Officials,3,ESB,Mark Baxter,Natasha Nielsen,Sacramento,CA,Membership Organizations,38.5810606,-121.493895,Small Business
California Black Women's Collective Empowerment Institute,3,MM,Bryan Rees,Colleen Gainey,Oakland,CA,Membership Organizations,37.8044557,-122.271356,Mid-Market
California CPA Education Foundation,4,GRB,Salma Ferdowsi,Katie Centurione,Burlingame,CA,Associations and Unions,37.5780965,-122.3473099,Small Business
California Cattlemen's association,4,GRB,Salma Ferdowsi,Matthew Hiserman,Sacramento,CA,Associations and Unions,38.5810606,-121.493895,Small Business
California Hospital Association,2,GRB,Salma Ferdowsi,Matthew Hiserman,Sacramento,CA,Associations and Unions,38.5810606,-121.493895,Small Business
California Language Teachers' Association,1,ESB,Mark Baxter,DaQuan Davis,Tulare,CA,Associations and Unions,36.2516475,-118.852583,Small Business
California Primary Care Association,4,GRB,Salma Ferdowsi,Matthew Hiserman,Sacramento,CA,Membership Organizations,38.5810606,-121.493895,Small Business
California Society of CPAs,4,GRB,Salma Ferdowsi,Katie Centurione,Burlingame,CA,Associations and Unions,37.5780965,-122.3473099,Small Business
California State Firefighters' Association,1,GRB,Salma Ferdowsi,Caitlin O'Connor,Covina,CA,Associations and Unions,34.0877926,-117.8891164,Small Business
California State Guard (Cyber Detatchment),4,GRB,Salma Ferdowsi,Matthew Hiserman,Encino,CA,Associations and Unions,34.1591324,-118.5016166,Small Business
California State Guard Foundation,1,GRB,Salma Ferdowsi,Matthew Hiserman,Encino,CA,Associations and Unions,34.1591324,-118.5016166,Small Business
California State PTA,1,GRB,Salma Ferdowsi,Matthew Hiserman,Sacramento,CA,Membership Organizations,38.5810606,-121.493895,Small Business
California Sustainable Winegrowing Alliance,1,ESB,Mark Baxter,Vincent Wong,San Francisco,CA,Associations and Unions,37.7792588,-122.4193286,Small Business
California Water Environment Association,1,MM,Bryan Rees,Colleen Gainey,Oakland,CA,Associations and Unions,37.8044557,-122.271356,Mid-Market
Camp Augusta,1,GRB,Salma Ferdowsi,Caitlin O'Connor,Nevada City,CA,Membership Organizations,39.2625993,-121.0187304,Small Business
Cancer Kinship,3,MM,Michael Shroff,Alexis Casby,Newport Beach,CA,Associations and Unions,33.6170092,-117.9294401,Mid-Market
"Care2.com, Inc.",3,GRB,Salma Ferdowsi,Katie Centurione,Redwood City,CA,Associations and Unions,37.4863239,-122.232523,Small Business
Carry the Vision,1,GRB,Salma Ferdowsi,Matthew Hiserman,Gilroy,CA,Associations and Unions,37.0065078,-121.5631723,Small Business
Catalyst Center Learning Hub - Cal Alliance new,2,ESB,Mark Baxter,Natasha Nielsen,Sacramento,CA,Associations and Unions,38.5810606,-121.493895,Small Business
Catalyst of San Diego & Imperial Counties,1,ESB,Mark Baxter,Natasha Nielsen,San Diego,CA,Associations and Unions,32.7174202,-117.162772,Small Business
Causecast,4,GRB,Salma Ferdowsi,Caitlin O'Connor,Los Angeles,CA,Membership Organizations,34.0536909,-118.242766,Small Business
